sr_no,member_name,state,party,term,vacation_reason,from_date,to_date,,
5,Hardikar Dr. N.S.,Mysore,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
14,Haridas Shri C.,Kerala,INC,03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
15,Hariprasad Shri B.K.,Karnataka,INC,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
8,Hariprasad Shri B.K.,Karnataka,INC,01/07/2004 30/06/2010,Retirement,01/07/04,30/06/10,,
9,Hariprasad Shri B.K.,Karnataka,INC,22/08/2013 25/06/2014,Retirement,22/08/13,25/06/14,,
10,Hariprasad Shri B.K.,Karnataka,INC,26/06/2014 25/06/2020,Retirement,26/06/14,25/06/20,,
16,Hasan Shri Munavvar,Uttar Pradesh,SP,05/07/1998 04/07/2004,"27/01/2004
Resignation",05/07/98,04/07/04,,
17,Hashim Shri M.M.,Andhra Pradesh,CONG(I),10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
18,Hashmi Shri Parvez,National Capital Territory of Delhi,INC,04/08/2009 27/01/2012,Retirement,04/08/09,27/01/12,,
14,Hashmi Shri Parvez,National Capital Territory of Delhi,INC,28/01/2012 27/01/2018,Retirement,28/01/12,27/01/18,,
19,Hashmi Shri Shamim,Bihar,JD,03/04/1988 02/04/1994,"28/07/1989
Resignation",03/04/88,02/04/94,,
16,Hashmi Shri Shamim,Bihar,CONG(I),25/09/1989 02/04/1994,Retirement,25/09/89,02/04/94,,
20,Hashmi Shri Syed Ahmad,Uttar Pradesh,Congress,04/03/1974 04/02/1980,Retirement,04/03/74,04/02/80,,
17,Hashmi Shri Syed Ahmad,Uttar Pradesh,LD,05/07/1980 04/07/1986,Retirement,05/07/80,04/07/86,,
21,Hassan Shri Ahamed,West Bengal,AITC,03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
22,Hathi Shri Jai Sukh Lal,Saurashtra,Congress,03/04/1952 02/04/1958,12/03/57,03/04/52,02/04/58,,
11,Hathi Shri Jai Sukh Lal,Saurashtra,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
19,Hathi Shri Jai Sukh Lal,Saurashtra,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
23,Havanur Shri L.G.,Karnataka,CONG(I),13/07/1977 09/04/1978,Retirement,13/07/77,09/04/78,,
24,Heerachand Shri D.,Tamil Nadu,AIADMK,30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
25,Hegde Shri K.S.,Madras,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
23,Hegde Shri K.S.,Madras,Congress,03/04/1954 02/04/1960,"21/08/1957
Resignation",03/04/54,02/04/60,,
26,Hegde Shri Ramakrishna,Karnataka,JP,10/04/1978 09/04/1984,"23/05/1983
Resignation",10/04/78,09/04/84,,
17,Hegde Shri Ramakrishna,Karnataka,JP,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
27,Hema Malini Smt.,Nominated,BJP,27/08/2003 26/08/2009,Retirement,27/08/03,26/08/09,,
26,Hema Malini Smt.,Karnataka,BJP,04/03/2011 02/04/2012,Retirement,04/03/11,02/04/12,,
28,Hembram Smt. Sarojini,Odisha,BJD,03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
29,Hemrom Shri Sunder Mohan,Odisha,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
30,Hensman Smt. Mona,Madras,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
31,Heptulla Dr. Najma A.,Maharashtra,CONG(I),05/07/1980 04/07/1986,Retirement,05/07/80,04/07/86,,
29,Heptulla Dr. Najma A.,Maharashtra,CONG(I),05/07/1986 04/07/1992,"04/07/1992
Retirement",05/07/86,04/07/92,,
30,Heptulla Dr. Najma A.,Maharashtra,CONG(I),05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
31,Heptulla Dr. Najma A.,Maharashtra,INC,05/07/1998 04/07/2004,"10/06/2004
Resignation",05/07/98,04/07/04,,
17,Heptulla Dr. Najma A.,Rajasthan,BJP,05/07/2004 04/07/2010,Retirement,05/07/04,04/07/10,,
32,Heptulla Dr. Najma A.,Madhya Pradesh,BJP,03/04/2012 02/04/2018,"20/08/2016
Resignation",03/04/12,02/04/18,,
32,Himatsingka Shri P.D.,West Bengal,Congress,03/04/1956 02/04/1962,"01/03/1962
Elected to Lok Sabha",03/04/56,02/04/62,,
33,Himmat Sinh Shri,Gujarat,Congress,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
34,Hiphei Shri,Mizoram,CONG(I),17/07/1990 16/07/1996,Retirement,17/07/90,16/07/96,,
34,Hiphei Shri,Mizoram,CONG(I),17/07/1996 16/07/2002,Retirement,17/07/96,16/07/02,,
35,Husain Shri Jabir,Bihar,RJD,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
1,Ibrahim Shri B.,Karnataka,CONG(I),25/03/1980 09/04/1984,Retirement,25/03/80,09/04/84,,
2,Ibrahim Shri C.M.,Karnataka,JD,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
3,Ibrahim Hafiz Mohammad,Uttar Pradesh,Congress,18/08/1958 02/04/1962,Retirement,18/08/58,02/04/62,,
3,Ibrahim Hafiz Mohammad,Uttar Pradesh,Congress,03/04/1962 02/04/1968,"04/05/1964
Resignation",03/04/62,02/04/68,,
4,Imam Smt. Aziza,Bihar,Congress,20/03/1973 02/04/1976,Retirement,20/03/73,02/04/76,,
4,Imam Smt. Aziza,Bihar,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
5,Imam Shri Jafar,Bihar,INC,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
6,Imbichibava Shri E.K.,Madras,CPI,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
7,Imti Shri T. Aliba,Nagaland,UDF(N),03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
8,Inaitullah Khawaja,Bihar,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
9,Inder Singh Shri,Uttar Pradesh,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
10,Indira Smt. S. G.,Tamil Nadu,AIADMK,25/07/2001 24/07/2007,Retirement,25/07/01,24/07/07,,
11,Indra Vidyavachaspati Shri,Uttar Pradesh,Congress,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
12,Iqbal Singh Shri,Punjab,CONG(I),10/04/1992 09/04/1998,Retirement,10/04/92,09/04/98,,
13,Irani Smt. Smriti Zubin,Gujarat,BJP,19/08/2011 18/08/2017,Retirement,19/08/11,18/08/17,,
13,Irani Smt. Smriti Zubin,Gujarat,BJP,19/08/2017 18/08/2023,"24/05/2019
Elected to Lok Sabha",19/08/17,18/08/23,,
14,Ishaque Shri Muhammad,West Bengal,Congress,29/12/1961 02/04/1964,Retirement,29/12/61,02/04/64,,
14,Ishaque Shri Muhammad,West Bengal,Congress,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
15,Ismail Smt. Fathema,Nominated,NOM.,14/04/1978 13/04/1984,Retirement,14/04/78,13/04/84,,
16,Ismail Shri K.E.,Kerala,CPI,02/07/2006 01/07/2012,Retirement,02/07/06,01/07/12,,
17,Ismail Saheb Shri M. Muhammad,Others,ML,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
18,Italia Shri Dinshaw D.,Andhra Pradesh,INC,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
19,Iyer Shri N. Ramakrishna,Others,IND.,22/04/1957 02/04/1960,Retirement,22/04/57,02/04/60,,
19,Iyer Shri N. Ramakrishna,Others,IND.,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
1,Jacob Shri M.M.,Kerala,CONG(I),02/07/1982 01/07/1988,Retirement,02/07/82,01/07/88,,
1,Jacob Shri M.M.,Kerala,CONG(I),02/07/1988 01/07/1994,Retirement,02/07/88,01/07/94,,
2,Jadhav Shri D.K.,Madhya Pradesh,O,25/03/1969 02/04/1970,Retirement,25/03/69,02/04/70,,
3,Jadhav Shri Pandurang Dharmaji,Nominated,NOM.,14/04/1978 13/04/1984,Retirement,14/04/78,13/04/84,,
4,Jadhav Shri Vithalrao Madhavrao,Maharashtra,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
4,Jadhav Shri Vithalrao Madhavrao,Maharashtra,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
5,Jagarlamudi Shri Chandramouli,Andhra Pradesh,Swatantra,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
6,Jagat Narain Shri,Haryana,BKD,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
7,Jagatpal Singh Thakur,Madhya Pradesh,INC,10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
8,Jagbir Singh Shri,Uttar Pradesh,JLD,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
9,Jagir Singh Shri,Punjab,CONG(I),10/04/1992 09/04/1998,Retirement,10/04/92,09/04/98,,
10,Jagmohan Shri,Nominated,NOM.,28/05/1990 27/05/1996,"09/05/1996
Elected to Lok Sabha",28/05/90,27/05/96,,
11,Jain Shri Ajit Prasad,Uttar Pradesh,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
12,Jain Smt. Chandrika Abhinandan,Maharashtra,CONG(I),03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
13,Jain Shri Dharamchand,Bihar,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
13,Jain Shri Dharamchand,Bihar,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
14,Jain Shri Ishwarlal Shankarlal,Maharashtra,NCP,05/07/2010 04/07/2016,Retirement,05/07/10,04/07/16,,
15,Jain Shri J.K.,Madhya Pradesh,BJP,30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
16,Jain Dr. Jinendra Kumar,Madhya Pradesh,BJP,23/03/1990 02/04/1994,Retirement,23/03/90,02/04/94,,
17,Jain Shri Meghraj,Madhya Pradesh,BJP,06/05/2011 02/04/2012,Retirement,06/05/11,02/04/12,,
16,Jain Shri Meghraj,Madhya Pradesh,BJP,15/09/2014 02/04/2018,Retirement,15/09/14,02/04/18,,
18,Jain Shri Rajendra Prasad,Jammu & Kashmir,CONG(I),03/04/1988 02/04/1994,"27/11/1989
Elected to Lok Sabha",03/04/88,02/04/94,,
19,Jain Shri Rattan Lal,Punjab,INC,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
20,Jain Shri Shriyans Prasad,Bombay,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
19,Jain Shri Shriyans Prasad,Bombay,Congress,03/04/1954 02/04/1958,Retirement,03/04/54,02/04/58,,
21,Jaipuria Shri Sitaram,Uttar Pradesh,IND.,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
1,Jaipuria Shri Sitaram,Uttar Pradesh,IND.,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
22,Jairamdas Daulatram Shri,Nominated,NOM.,19/10/1959 02/04/1964,Retirement,19/10/59,02/04/64,,
3,Jairamdas Daulatram Shri,Nominated,NOM.,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
4,Jairamdas Daulatram Shri,Nominated,NOM.,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
23,Jaiswal Shri Anant Ram,Uttar Pradesh,JD(S),03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
24,Jaitley Shri Arun,Gujarat,BJP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
6,Jaitley Shri Arun,Gujarat,BJP,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
7,Jaitley Shri Arun,Gujarat,BJP,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
8,Jaitley Shri Arun,Uttar Pradesh,BJP,03/04/2018 02/04/2024,"24/08/2019
Death",03/04/18,02/04/24,,
25,Jalali Shri Syed Mohammad,Jammu & Kashmir,J&KNC,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
10,Jalali Shri Syed Mohammad,Jammu & Kashmir,J&KNC,03/04/1956 02/04/1962,"22/02/1961
Death",03/04/56,02/04/62,,
26,Jalan Dr. Bimal,Nominated,NOM.,27/08/2003 26/08/2009,Retirement,27/08/03,26/08/09,,
27,Jamir Shri C. Apok,Nagaland,INC,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
28,Jamir Shri S.C.,Nagaland,CONG(I),02/07/1987 02/04/1992,"02/02/1989
Resignation",02/07/87,02/04/92,,
29,Jamuda Shri Durga Prasad,Bihar,CONG(I),10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
30,Jamuna Devi Smt.,Madhya Pradesh,JAN,10/04/1978 02/04/1980,Retirement,10/04/78,02/04/80,,
31,Janardhanam Shri A.P.,Tamil Nadu,AIADMK,25/07/1977 24/07/1983,Retirement,25/07/77,24/07/83,,
32,Jangde Dr. Bhushan Lal,Chhattisgarh,BJP,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
33,Jani Shri Jagadish,Odisha,CONG(I),02/07/1980 01/07/1986,Retirement,02/07/80,01/07/86,,
16,Jani Shri Jagadish,Odisha,CONG(I),02/07/1986 01/07/1992,Retirement,02/07/86,01/07/92,,
34,Jatiya Dr. Satyanarayan,Madhya Pradesh,BJP,10/04/2014 09/04/2020,Retirement,10/04/14,09/04/20,,
35,Javali Shri J.P.,Karnataka,JD,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
36,Jayadevappa Shri K.R.,Karnataka,CONG(I),03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
37,Jayalalitha Jayaram Ms.,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,"28/01/1989
Resignation",03/04/84,02/04/90,,
38,Jayashree Smt. B.,Nominated,NOM.,22/03/2010 21/03/2016,Retirement,22/03/10,21/03/16,,
39,Jethmalani Shri Ram,Karnataka,JD,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
22,Jethmalani Shri Ram,Maharashtra,IND.,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
3,Jethmalani Shri Ram,Maharashtra,IND.,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
4,Jethmalani Shri Ram,Nominated,NOM.,10/04/2006 26/08/2009,Retirement,10/04/06,26/08/09,,
23,Jethmalani Shri Ram,Rajasthan,IND.,05/07/2010 04/07/2016,"08/06/2016
Resignation",05/07/10,04/07/16,,
24,Jethmalani Shri Ram,Bihar,RJD,08/07/2016 07/07/2022,"08/09/2019
Death",08/07/16,07/07/22,,
40,Jha Shri Kamalnath,Bihar,Congress,20/03/1973 02/04/1974,Retirement,20/03/73,02/04/74,,
7,Jha Shri Kamalnath,Bihar,CONG(I),03/04/1974 02/04/1980,"09/01/1980
Elected to Lok Sabha",03/04/74,02/04/80,,
41,Jha Shri Lakshmi Kant,Bihar,Congress,07/07/1986 06/07/1992,"16/01/1988
Death",07/07/86,06/07/92,,
42,Jha Shri Prabhat,Madhya Pradesh,BJP,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
10,Jha Shri Prabhat,Madhya Pradesh,BJP,10/04/2014 09/04/2020,Retirement,10/04/14,09/04/20,,
43,Jha Shri Rudra Narain,Bihar,SSP,03/04/1968 02/04/1974,"10/05/1971
Death",03/04/68,02/04/74,,
44,Jha Shri Shiva Chandra,Bihar,JAN,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
45,Jichkar Dr. Shrikant Ramchandra,Maharashtra,CONG(I),05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
46,Jinnah Shri A.A.,Tamil Nadu,DMK,03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
47,Jitendra Prasada Shri,Uttar Pradesh,CONG(I),03/04/1994 02/04/2000,"07/10/1999
Elected to Lok Sabha",03/04/94,02/04/00,,
48,Jogendra Singh Shri,Uttar Pradesh,Congress,11/12/1963 02/04/1966,Retirement,11/12/63,02/04/66,,
32,Jogendra Singh Shri,Uttar Pradesh,Congress,03/04/1966 02/04/1972,"20/09/1971
Resignation",03/04/66,02/04/72,,
49,Jogi Shri Ajit P.K.,Madhya Pradesh,CONG(I),30/06/1986 29/06/1992,Retirement,30/06/86,29/06/92,,
16,Jogi Shri Ajit P.K.,Madhya Pradesh,CONG(I),30/06/1992 29/06/1998,"03/03/1998
Elected to Lok Sabha",30/06/92,29/06/98,,
50,John Shri Michael,Bihar,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
51,John Shri Valampuri,Tamil Nadu,Congress,03/04/1974 02/04/1980,"14/10/1974
Disqualification",03/04/74,02/04/80,,
36,John Shri Valampuri,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
52,Jois Shri M. Rama,Karnataka,BJP,26/06/2008 25/06/2014,Retirement,26/06/08,25/06/14,,
53,Joseph Shri Nuthalapati,Andhra Pradesh,Congress,30/03/1972 02/04/1974,Retirement,30/03/72,02/04/74,,
54,Joseph Shri O. J.,Kerala,CPI(M),03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
55,Joshi Shri Jagannathrao,National Capital Territory of Delhi,BJP,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
56,Joshi Shri Jagdish,Madhya Pradesh,INC,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
57,Joshi Shri Jethalal Harikrishna,Bombay,Congress,22/04/1957 02/04/1960,Retirement,22/04/57,02/04/60,,
23,Joshi Shri Jethalal Harikrishna,Bombay,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
58,Joshi Shri Kailash,Madhya Pradesh,BJP,03/04/2000 02/04/2006,"13/05/2004
Elected to Lok Sabha",03/04/00,02/04/06,,
59,Joshi Shri Krishna Nand,Uttar Pradesh,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
7,Joshi Shri Krishna Nand,Uttar Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
60,Joshi Miss Kumudben M.,Gujarat,Congress,15/10/1973 02/04/1976,Retirement,15/10/73,02/04/76,,
42,Joshi Miss Kumudben M.,Gujarat,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
10,Joshi Miss Kumudben M.,Gujarat,CONG(I),03/04/1982 02/04/1988,"25/11/1985
Resignation",03/04/82,02/04/88,,
61,Joshi Shri Maganlal Bhagwanji,Bombay,Congress,22/04/1957 02/04/1958,Retirement,22/04/57,02/04/58,,
62,Joshi Dr. Manohar,Maharashtra,SS,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
63,Joshi Dr. Murli Manohar,Uttar Pradesh,BJP,05/07/1992 04/07/1998,"11/05/1996
Elected to Lok Sabha",05/07/92,04/07/98,,
46,Joshi Dr. Murli Manohar,Uttar Pradesh,BJP,05/07/2004 04/07/2010,"16/05/2009
Elected to Lok Sabha",05/07/04,04/07/10,,
64,Joshi Shri Sharad Anantrao,Maharashtra,SBP,05/07/2004 04/07/2010,Retirement,05/07/04,04/07/10,,
65,Joshi Smt. Sudha Vijay,Maharashtra,CONG(I),03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
66,Joshi Shri Umashankar Jathalal,Nominated,NOM.,03/04/1970 02/04/1976,"20/12/1988
Retirement",03/04/70,02/04/76,,
67,Jothi Shri N.,Tamil Nadu,AIADMK,03/04/2002 02/04/2008,"27/03/2008
Resignation",03/04/02,02/04/08,,
68,Judev Shri Dilip Singh,Madhya Pradesh,BJP,30/06/1992 29/06/1998,Retirement,30/06/92,29/06/98,,
50,Judev Shri Dilip Singh,Chhattisgarh,BJP,30/06/1998 29/06/2004,31/10/00,30/06/98,29/06/04,,
51,Judev Shri Dilip Singh,Chhattisgarh,BJP,30/06/2004 29/06/2010,"16/05/2009
Elected to Lok Sabha",30/06/04,29/06/10,,
69,Judev Shri Ranvijay Singh,Chhattisgarh,BJP,10/04/2014 09/04/2020,Retirement,10/04/14,09/04/20,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
